Id,TargetWord,Meaning,TargetLanguageId,MeaningLanguageId,NextReviewDate,hasOrdNetMeaning,hasSound,IsAmbiguous,NofSpace,WrittenByMe,IsMovieSubtitle,StartTime,EndTime,MovieName,UserId
18,udtrykke,express,1,2,2016-04-01 10:18:47.057,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
19,faster,aunt,1,2,2015-12-26 16:08:21.577,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
20,tænker,thinking,1,2,2015-12-26 16:19:25.587,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
21,værkstedet,workshop,1,2,2015-12-26 16:20:17.880,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
22,ja  vi er sgu tynde i vores familie,Yes  we are damn thin in our family,1,2,2015-12-26 16:20:45.990,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
23,det skal stå langs med vinduet,it must be along with the window,1,2,2015-12-26 16:22:29.133,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
24,sagsbehandlingstiden, processing time,1,2,2015-12-26 16:22:52.060,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
25,sagsbehandling,casework,1,2,2015-12-26 16:23:24.233,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
26,specialiseret, specialized,1,2,2015-12-26 16:23:58.130,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
27,går glip af, missing,1,2,2015-12-26 16:24:03.953,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
28,specialister, Specialists,1,2,2015-12-26 16:54:25.300,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
29,få lov,get permission,1,2,2015-12-26 16:54:32.490,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
30,håbløs ventetid på green card,Hopeless wait for green card,1,2,2015-12-26 17:51:37.857,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
31,de her kjoler skal ind i klædeskabet, these dresses should be in the closet,1,2,2015-12-26 17:54:10.383,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
32,papirkurven, trash,1,2,2015-12-26 18:02:52.947,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
33,de her strømper skal i papirkurven,these socks must be in trash,1,2,2015-12-26 18:02:56.703,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
34,det her bælte skal ned i skuffen, this belt should be in the drawer,1,2,2015-12-26 18:04:07.163,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
35,min mor er derhjemme,my mother is back home,1,2,2015-12-26 18:06:31.750,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
36,ugen tidligere,week earlier,1,2,2015-12-26 18:07:05.297,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
37,stort, large,1,2,2015-12-26 18:07:31.213,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
38,ringe,rings,1,2,2016-04-10 18:52:18.867,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
39,ramt, hit,1,2,2015-12-26 18:08:24.023,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
40,mændene, the men,1,2,2016-03-18 18:08:03.627,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
41,medbring, bring,1,2,2015-12-26 18:08:47.997,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
42,manden,man,1,2,2114-10-30 20:52:50.617,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
43,jul, JulyChristmas,1,2,2015-12-26 18:08:51.770,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
44,jeg tjener ikke min arbejde,I do not serve my work,1,2,2015-12-26 18:09:01.737,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
45,han er henne hos bageren, he is her at the bakery,1,2,2015-12-26 18:09:14.380,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
46,halsen,neck,1,2,2016-04-01 18:42:03.193,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
47,forklar, Explain,1,2,2015-12-26 18:09:44.243,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
48,det jeg var barn,it I was a child,1,2,2015-12-26 18:09:56.530,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
49,det er meget vigtigt,it is very important,1,2,2015-12-26 18:10:00.467,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
50,aflevere,drop,1,2,2015-12-26 18:10:04.047,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
51,konsekvens, consequence,1,2,2015-12-26 18:10:25.263,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
52,formand,Chairman,1,2,2015-12-27 11:12:10.313,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
53,forsvarede,defended,1,2,2015-12-27 11:13:15.980,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
54,strom,Current Stream,1,2,2015-12-27 11:16:51.047,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
55,strommer,equal isation currents flow,1,2,2015-12-27 11:17:23.253,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
56,anbefaling,recommendation,1,2,2015-12-27 11:18:12.350,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
57,besvarelse, reply,1,2,2015-12-27 11:18:21.940,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
58,økologisk, Organic,1,2,2015-12-27 11:19:36.760,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
59,bestemmer,determines,1,2,2015-12-27 11:20:26.843,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
60,ægtefælle,spouse,1,2,2015-12-27 11:20:50.013,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
61,hunskriver,she is writing,1,2,2015-12-27 11:21:10.477,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
62,møder,meetings,1,2,2015-12-27 11:21:12.777,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
63,beslutning,resolution,1,2,2015-12-27 11:24:56.780,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
64,almindelig,common,1,2,2015-12-27 11:26:52.317,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
65,uværdigt,unworthy,1,2,2015-12-27 11:26:54.777,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
66,krigen, war,1,2,2015-12-27 11:26:44.193,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
67,det er vist min kuglepen,shown my pen,1,2,2015-12-27 11:27:48.160,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
68,sidder,sits,1,2,2015-12-27 11:29:08.050,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
69,patriot, patriot,1,2,2015-12-27 11:29:14.633,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
70,Hvorfor,why,1,2,2016-07-19 10:25:21.020,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
71,hun gik til spain, she went to spain,1,2,2015-12-27 11:40:20.167,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
72,jeg tager til usa,I go to the US,1,2,2015-12-27 11:40:27.073,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
73,sig,himself,1,2,2114-11-06 12:01:43.927,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
74,jeg skal ser min familie, I have to see my family,1,2,2015-12-27 12:37:57.000,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
75,jeg kan svømmer,I can swim,1,2,2015-12-27 12:38:00.323,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
76,halvandet år, half year,1,2,2015-12-27 12:38:15.667,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
77,hade du kollegie, hate you dorm,1,2,2015-12-27 12:39:19.403,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
78,han er offensiv, He is bullish,1,2,2015-12-27 12:40:31.170,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
79,vidde,width,1,2,2015-12-27 12:40:35.077,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
80,vægten,weight,1,2,2015-12-27 12:40:49.523,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
81,dåsen, the can,1,2,2015-12-27 12:41:23.670,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
82,altsammen, all of it,1,2,2015-12-27 12:41:30.703,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
83,kigger, looking,1,2,2015-12-27 12:42:55.660,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
84,hjørnet,corner,1,2,2015-12-27 12:42:59.183,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
85,billedet hænger lidt skævt, the image is slightly askew,1,2,2015-12-27 12:43:41.360,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
86,den lægger nina ned under sengen, it puts nina down under the bed,1,2,2015-12-27 12:44:30.857,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
87,hun lægger dukken op oven på skabet, she puts the doll up on top of the closet,1,2,2015-12-27 12:51:57.697,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
88,nina leger ikke med dukker, nina does not play with dolls,1,2,2015-12-27 12:52:11.183,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
89,dukke,doll,1,2,2015-12-27 12:52:13.197,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
90,nina lægger dem ned i skuffen, nina put them in the drawer,1,2,2015-12-27 12:52:24.380,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
91,skuffen,drawer,1,2,2015-12-27 12:53:01.527,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
92,kasse, box,1,2,2015-12-27 12:53:40.227,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
93,den her kjole er ikke moderne længere,this dress is not modern anymore,1,2,2015-12-27 12:55:38.983,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
94,klædeskabet,wardrobe,1,2,2015-12-27 13:05:28.617,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
95,der er meget rod i hendes lejlighed,there is much clutter in her apartment,1,2,2015-12-27 13:06:32.887,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
96,nina vil rydde op,nina will clean up,1,2,2015-12-27 13:06:37.150,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
97,bevægelse,motion,1,2,2016-04-10 20:18:29.180,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
98,domstolens, court,1,2,2015-12-27 13:07:29.083,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
99,forsamling,Assembly,1,2,2015-12-27 13:07:37.440,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
100,lund, grove,1,2,2015-12-27 13:08:01.787,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
101,indslusning, integration,1,2,2015-12-27 13:08:18.470,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
102,barndom, childhood,1,2,2015-12-27 13:08:21.437,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
103,krise,crisis,1,2,2015-12-27 13:08:37.550,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
104,smag på iran, taste on Iran,1,2,2015-12-27 13:08:42.467,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
105,udenrigsminister,Foreign Minister,1,2,2015-12-27 13:09:08.327,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
106,senior softwareudvikler, senior software developer,1,2,2015-12-27 13:09:29.577,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
107,bidrag, contributionscontribution,1,2,2015-12-27 13:09:45.780,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
108,ferieregnskab,holiday Accounting,1,2,2015-12-27 13:18:50.917,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
109,gage,Salary,1,2,2015-12-27 13:19:07.063,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
110,indkomst,income,1,2,2015-12-27 13:19:21.967,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
111,perioden,period,1,2,2015-12-27 13:19:31.720,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
112,saldo, balance,1,2,2015-12-27 13:19:38.013,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
113,aconto udbetalt,interim payments,1,2,2015-12-27 13:20:28.297,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
114,fradrag,deduction,1,2,2015-12-27 13:20:36.473,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
115,super, super,1,2,2015-12-27 13:20:38.807,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
116,et stykke tid, a while,1,2,2015-12-27 13:20:42.777,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
117,foreslår,suggests,1,2,2015-12-27 13:20:49.590,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
118,givet fald, where appropriate,1,2,2015-12-27 13:20:59.967,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
119,opklarende,clarifying,1,2,2015-12-27 13:21:06.957,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
120,vi trækker lod,we draw lots,1,2,2015-12-27 13:36:19.510,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
121,indledning,opening,1,2,2015-12-27 16:20:11.473,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
122,afbryd,Disconnect,1,2,2015-12-27 19:56:04.760,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
123,lygternes,lamp,1,2,2015-12-27 19:56:11.020,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
124,nær,close,1,2,2016-05-05 19:03:57.447,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
125,adskillige, Several,1,2,2015-12-28 20:32:45.900,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
126,surcharge, surcharge,1,2,2015-12-28 20:32:50.800,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
127,sang,song,1,2,2015-12-28 20:33:05.530,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
128,jeg er født i iran,I was born in Iran,1,2,2015-12-28 20:33:14.433,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
129,busstoppested,bus stop,1,2,2015-12-28 20:33:18.267,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
130,det er udmærket, it is excellent,1,2,2015-12-28 20:33:24.297,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
131,det er min kæphest, it is my hobbyhorse,1,2,2015-12-28 20:33:36.060,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
132,nøgen,nude,1,2,2015-12-28 20:34:11.003,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
133,du tage fejl, you make mistakes,1,2,2015-12-28 20:34:16.397,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
134,mangler der støvler,Missing boots,1,2,2015-12-28 20:34:59.513,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
135,lad os bare blive ved vores venlighed,let s just keep our kindness,1,2,2015-12-28 20:35:19.850,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
136,skildpadden,turtle,1,2,2015-12-28 20:35:26.643,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
137,kagen,cake,1,2,2015-12-28 20:35:28.807,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
138,ænderne, ducks,1,2,2015-12-28 20:35:36.770,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
139,sukkeret, sugar,1,2,2015-12-27 13:35:28.163,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
140,saften, the juice,1,2,2015-12-28 20:35:53.207,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
141,flov,embarrassed,1,2,2015-12-28 20:35:56.410,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
142,løve,lion,1,2,2015-12-28 20:35:59.890,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
143,retorik,rhetoric,1,2,2015-12-28 20:36:21.557,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
144,hadefuld, hateful,1,2,2015-12-28 20:36:24.840,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
145,folkevandring,migrations,1,2,2015-12-28 20:36:31.437,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
