Id,ReviewTime,ReviewPeriod,Result,WordId,ReviewTimeSpan,UpdatedWord,UpdatedMeaning
55,2015-12-23 12:34:02.853,1,1,1085,10000,det er den største gang skydeoptur du kan forestille dig  kom med den,It s the greatest time shoot upturn you can imagine  Bring it
56,2015-12-23 12:34:02.853,1,1,4832,10000,det er det eneste  derholder mit hjerte i gang det er det eneste  derholder mit hjerte i gang,  It s the only thing that keep my heart going  It s the only thing that keep my heart going  
57,2015-12-23 12:34:02.853,1,1,4831,10000,det er det eneste  derholder mit hjerte i gang,  It s the only thing that keep my heart going  
58,2015-12-23 12:34:02.853,1,1,6743,10000,det er et fremragende forslag jeg skylder theokoles en gæld af smerte,  It is an excellent proposal  I owe Theokoles a debt of pain 
59,2015-12-23 12:34:02.853,1,1,5702,10000,det er et sted med smerte og lidelse bæster der dør uden ære,  It is a place of pain and suffering  Beasts dying without honor 
60,2015-12-23 12:34:02.853,1,1,5145,10000,det er halvdelen af hvad jeg betalte for få dage siden brugt ædelstene falder i værdi,  That s half of what I paid a few days ago  Used gems fall in value  
61,2015-12-23 12:34:02.853,1,1,4324,10000,det er ikke nogen simpel sag at dække sådan en margin,  It is no simple matter  To cover such a margin  
62,2015-12-23 12:34:02.853,1,1,4333,10000,det er intet lille mirakel theokoles  fald,  It is no small miracle Theokoles  fall  
63,2015-12-23 12:34:02.853,1,1,1153,10000,det er jo tit  at chauffører har diarépå grund af de der gullaschsupper,It is often that drivers have diarrheadue to the gullaschsupper
64,2015-12-23 12:34:02.853,1,1,1136,10000,det er torkild må jeg tale med færingen,It is Torkild Can I talk to Faroese
65,2015-12-23 12:34:02.853,1,1,1305,10000,det gør jeg ikke  din idiot jeg har min egen,I do not  you idiot I have my own
66,2015-12-23 12:34:02.853,1,1,1331,10000,det her er bjarne og han har intet med det at gøre,This is Bjarne And he has nothing to do with it
67,2015-12-23 12:34:02.853,1,1,5992,10000,det kan give ham håb i de rigtige hænder,It may give him hope  in the right hands
68,2015-12-23 12:34:02.853,1,1,1139,10000,det kan være han slet ikke opdager det,  It may be he did not discover it  
69,2015-12-23 12:34:02.853,1,1,4375,10000,det kunne ikke lykkesuden din træning,  It could not succeed without your training  
70,2015-12-23 12:34:02.853,1,1,6854,10000,det lykkedes mig at lokke hamtil vores smukke by,I managed to lure him to our beautiful city
71,2015-12-23 12:34:02.853,1,1,4519,10000,det må konstant fodresmed nye goder,  It must be constantly fed with new goods  
72,2015-12-23 12:34:02.853,1,1,4282,10000,det var den du bar  da du gik da den gode ovidius blev myrdet,It was the one you wore when you went  as the good Ovidius was murdered
73,2015-12-23 12:34:02.853,1,1,4398,10000,det var hans hånd  der førteangrebet på mit liv i hulerne,It was his hand that led the attack on my life in caves
74,2015-12-23 12:34:02.853,1,1,7016,10000,det var mærket på en af slaverneder forsøgte at dræbe batiatus,that was the mark on one of the slaves who tried to kill Batiatus
75,2015-12-23 12:34:02.853,1,1,6198,10000,det vil få den korrektekombination af elementerne,It will get the correct combination of elements
76,2015-12-23 12:34:02.853,1,1,6866,10000,det vil i sandhed være enkamp mellem legender,It will truly be a battle between legends
77,2015-12-23 12:34:02.853,1,1,4669,10000,det vil tage mere end en skramme til at vriste mig fra din side,  It will take more than a scratch  to wrest me from your side  
78,2015-12-23 12:34:02.853,1,1,6273,10000,det vil tage mig langtindtil ud på natten,  It will take me far until the night 
79,2015-12-23 12:34:02.853,1,1,6392,10000,det ville være skam atse sådan en mand skåret ud,It would be a shame to look like a man marred
80,2015-12-23 12:34:02.853,1,1,6974,10000,detaljerne af sådanne håndværkburde ikke ses i stor hast,  The details of such crafts should not be seen in great haste  
81,2015-12-23 12:34:02.853,1,1,7260,10000,din dummeklodsede,your stupid clumsy
82,2015-12-23 12:34:02.853,1,1,5877,10000,din kvinde  er hun grundentil at du nægter at dø,  Your woman  she is the reason to you refuse to die  
84,2015-12-23 12:34:02.853,1,1,5768,10000,din lille fejl gør genforeningmed din kone problematisk,Your little mistake makes reunion with your wife problematic   Your little mistake makes reunion with your wife problematic
85,2015-12-23 12:34:02.853,1,1,1177,10000,din marinade og frikadellergår heller ikke som varmt brød,  Your marinade and meatballsNor does like hot cakes  
86,2015-12-23 12:34:02.853,1,1,6367,10000,din mester er modigtil hans formål,Your champion is brave to his purpose   Your champion is brave to his purpose
88,2015-12-23 12:34:02.853,1,1,6027,10000,din pik er uenig undskyld min distraktion domina,  Your cock disagree  Excuse my distraction Domina  
89,2015-12-23 12:34:02.853,1,1,4979,10000,din tunge rangler ogsåfor frit i din mund,  Your tongue rattles too for free in your mouth  
91,2015-12-23 12:34:02.853,1,1,2848,10000,dit cv er kun 85% udfyldt  du kan overveje at udvide det med din ønskede månedslønnavnet på din uddannelse,Your resume is only 85% completed  You may consider extending it with  Your desired salary The name of your training
92,2015-12-23 12:34:02.853,1,1,6079,10000,dit liv byttet foret par mønter,  Your life traded for a few coins  
93,2015-12-23 12:34:02.853,1,1,5769,10000,dit navn var på enhver tunge  nu efterdin kamp med crixus tales det med foragt,  Your name was on every tongue  now after your battle with Crixus spoken it with contempt  
94,2015-12-23 12:34:02.853,1,1,6447,10000,domina befaler om jeres tilstedeværelse jer begge to,Domina commands on your presence  Both of you
95,2015-12-23 12:34:02.853,1,1,4919,10000,domina vil blive utålmodig du kender hendes begær,  Domina will be impatient  you know her desires  
96,2015-12-23 12:34:02.853,1,1,4171,10000,dommer calavius det er mig en glæde at se dig,  Judge Calavius  It is my pleasure to see you  
97,2015-12-23 12:34:02.853,1,1,6793,10000,dommer titus calavius har inviteret vorebedste mænd til at kæmpe i sin primus,  Judge Titus Calavius have invited our best men to fight in his prime  
98,2015-12-23 12:34:02.853,1,1,5952,10000,drengen har et godt øje mod gladiatorer  ja  hans studier er en anden sag,  The boy has a good eye  Towards gladiators  yes  His studies is another matter  
99,2015-12-23 12:34:02.853,1,1,6732,10000,du  er den eneste mand der mødte ham iog overlevede  dét er i sig selv en sejr,  You are the only man he faced in and survived  That in itself is a victory  
101,2015-12-23 12:34:02.853,1,1,6684,10000,du burde ikke sepå mig på den måde,You should not see at me that way
102,2015-12-23 12:34:02.853,1,1,6462,10000,du drømmer stadig om et liv udenfor arenaen hvor din kone  stadig er ved din side,  You still dream of a life outside of the arena where your wife is still by your side  
103,2015-12-23 12:34:02.853,1,1,1134,10000,du får den aldrig læst men jeg syntes  du skulle have den,  You ll never read but I thought you should have it  
104,2015-12-23 12:34:02.853,1,1,4490,10000,du forfølger dine mål  og finder brugbare fremgangsmåder  du er parat til forandring og følger samtidig opsatte tidsplaner  som person kendes du som både udforskende og struktureret ud over dette indeholder din værktøjskasse,You pursue your goals and find workable approaches  You are ready for change and follows while keen schedules  As a person known you both exploratory and structured  Beyond that contains your toolbox
105,2015-12-23 12:34:02.853,1,1,6353,10000,du har måske reddet mit liv men din er dog stadig lidt værd i arenaen,  You may have saved my life but your are still a little worth in the arena 
106,2015-12-23 12:34:02.853,1,1,6468,10000,du kæmper fordi du er en slave ligesom mig,You fight Because you re a slave  Like me
108,2015-12-23 12:34:02.853,1,1,1123,10000,du kan ikke engang fodre en fisk det kan jeg sgu da lære,You can not even feed a fish I can damn learn
109,2015-12-23 12:34:02.853,1,1,4967,10000,du kan tage dingode vilje i og stikke den i din røv,You can take your good will in and stick it in your ass
111,2015-12-23 12:34:02.853,1,1,6011,10000,du kommer til at døi morgen  ikke,  You are going to die tomorrow  right  
112,2015-12-23 12:34:02.853,1,1,5369,10000,du kunne ikke lide den halskædet jeg gav dig,  You did not like it  neck chain I gave you  
113,2015-12-23 12:34:02.853,1,1,1302,10000,du må kaste dem  ellers kan du joikke spille  kast dog din  svend,you must throw them  otherwise you wellnot play  Throw thy  Svend
114,2015-12-23 12:34:02.853,1,1,6159,10000,du mener at der ernoget galt med hende,You believe that there is something wrong with her   You believe that there is something wrong with her
116,2015-12-23 12:34:02.853,1,1,6374,10000,du overlevede at blive trukket vækfra dit hjemland af legatus glaber,  You survived being dragged away from your home country of Legatus Glaber  
117,2015-12-23 12:34:02.853,1,1,7238,10000,du reddede mit liv en gæld kræver tilbagebetaling,You saved my life  a debt claim for refund
118,2015-12-23 12:34:02.853,1,1,6752,10000,du sendte dem til den sikre død lad mig kæmpe i deres sted,You sent them to certain death  Let me fight in their place
119,2015-12-23 12:34:02.853,1,1,6156,10000,du skal have khir i din kuzz inden for en time så tidligt,  You must have khir in your kuzz within an hour  So early  
120,2015-12-23 12:34:02.853,1,1,5783,10000,du trodsede doctore  manøvrerede for at tilrane dig gnaeus  plads  til at møde crixus i arenaen,You defied Doctore  maneuvering to usurp you Gnaeus  place to meet Crixus in the arena
121,2015-12-23 12:34:02.853,1,1,6101,10000,du vil ikke dræbe mig  så   nej,  You will not kill me  then    No  
122,2015-12-23 12:34:02.853,1,1,5402,10000,du vil være den første til at modtagehvad der skyldes  jeg forsikre dig,  You will be the first to receive what is due  I assure you  
123,2015-12-23 12:34:02.853,1,1,5927,10000,du ville gøre det samme  hvis du vari stand til det  ligegyldigt,  You would do the same if you were Able to it  No matter     
124,2015-12-23 12:34:02.853,1,1,4946,10000,ej heller hun for dig  hvis du værdsatter pikken mellem dine nosser,Nor is she for you if you value again dick between your balls
125,2015-12-23 12:34:02.853,1,1,5108,10000,elskede ovidius nævnte noget omat han kæmpede sine mænd i pitten,  Beloved Ovidius mentioned something about that he fought his men in the pits  
126,2015-12-23 12:34:02.853,1,1,4641,10000,en betydelig sum men vi har det ikke,A considerable sum  But we have not
127,2015-12-23 12:34:02.853,1,1,4925,10000,en død mand  hvis sjælnægter at forlade sin krop,  A dead man whose soul refuses to leave his body 
128,2015-12-23 12:34:02.853,1,1,6460,10000,en drøm og en dag snart vil du vågne til sandheden,  A dream and one day soon  you will awaken to the truth  
129,2015-12-23 12:34:02.853,1,1,6314,10000,en familie af betydning og historie din fucking kuzz,  A family of meaning and history  your fucking kuzz  
130,2015-12-23 12:34:02.853,1,1,5857,10000,en legende  der aldrig harværet plettet,A legend that has never been stained
131,2015-12-23 12:34:02.853,1,1,4187,10000,en mand skal altid se bedst ud i sin elskedes øjne,A man must always look best in his lover s eyes
132,2015-12-23 12:34:02.853,1,1,6371,10000,en sjælden ære at modtage et privat møde en jeg sætter mest pris på,  A rare honor to receive a private meeting  A I value most 
133,2015-12-23 12:34:02.853,1,1,6952,10000,en stor mand ingen af os kan følge,  A great man  none of us can follow  
134,2015-12-23 12:34:02.853,1,1,5901,10000,en tragedie  én kan kun undre sig over hvad der ville få én til at begå sådan en handling,A tragedy  One can only wonder what would get one to commit such an act
135,2015-12-23 12:34:02.853,1,1,1299,10000,enhver kan se at den er mindre,Anyone can see that it is less
136,2015-12-23 12:34:02.853,1,1,4209,10000,er der ikke noget jeg kan sige for at stoppe dig,  Is there anything I can say  to stop you  
137,2015-12-23 12:34:02.853,1,1,6052,10000,er der ingen formåludover blodet,Is there no purpose besides blood
138,2015-12-23 12:34:02.853,1,1,5267,10000,er det hvad du vil have en andens hænder på mig,Is that what you want  Someone else s hands upon me
139,2015-12-23 12:34:02.853,1,1,6577,10000,er det sandt så hvad,Is it true then  What
140,2015-12-23 12:34:02.853,1,1,6380,10000,er du bange for at træde ind iarenaen mod theokoles,Are you afraid to enter Arena against Theokoles
141,2015-12-23 12:34:02.853,1,1,4877,10000,er du så dum  at du ignorerede denne kendsgerning,  Are you so stupid that you ignored this fact  
142,2015-12-23 12:34:02.853,1,1,1113,10000,er du vores nye kollega hos reload har vi gang i en masse spændende projekter  og derfor har vi brug for flere dygtige folk vi søger pt  en kommunikationsmedarbejder  en projektleder og en drupal udvikler,  Are you our new colleague  At Reload are we doing a lot of interesting projects  and therefore we need more talented people  We seek  a communications officer  a project manager and a drupal developer  
143,2015-12-23 12:34:02.853,1,1,5868,10000,er sammen i kamp i dag medden ubesejrede galler,Are together in battle today with The undefeated Galler
144,2015-12-23 12:34:02.853,1,1,5938,10000,et andet øjeblik til  og min tunge ville blive til støv vand,Another moment  and my tongue would turn to dust  Water
145,2015-12-23 12:34:02.853,1,1,5861,10000,et dyr  der aldrig erblevet tæmmet,  An animal that is never been tamed  
146,2015-12-23 12:34:02.853,1,1,4633,10000,et sted  du aldrig ville have været  hvis det ikke var for ham,A place you never would have been  if it were not for him
147,2015-12-23 12:34:02.853,1,1,4024,10000,et teater   diskotek   stykke,  a theater  disco  piece 
148,2015-12-23 12:34:02.853,1,1,6207,10000,Flere gange om ugen Nogle gange mere,Several times a week
149,2015-12-23 12:34:02.853,1,1,1169,10000,for at sidde i en stille krog og se hvordan værterne udstråler,  To sit in a quiet corner and seehow the hosts radiate     
150,2015-12-23 12:34:02.853,1,1,4628,10000,for hver dag den thrakker lever  frygter jeg at hans forbandelse bliver vores egen,  For each day the thrakker live  I fear  that his curse becomes our own  
151,2015-12-23 12:34:02.853,1,1,1079,10000,for nogle år siden var der en der skød mod det hvide hus, some years ago there was one that shot against the White House 
152,2015-12-23 12:34:02.853,1,1,6018,10000,før for,before  for
153,2015-12-23 12:34:02.853,1,1,6926,10000,fordi guderne ikke ønsker blodet af kvæg de vil have blodet af mænd,  Because the gods do not want the blood of cattle  They want the blood of men  
154,2015-12-23 12:34:02.853,1,1,6424,10000,forlæng det med et helt liv jeg er færdig med ham,  Extend it with a whole life  I m done with him  
155,2015-12-23 12:34:02.853,1,1,5753,10000,fortæl mig thrakker  hvordan vil du betale for hendes løsladelse  hvis hun bliver fundet,  Tell me thrakker  how will you pay for her release if she is found  
156,2015-12-23 12:34:02.853,1,1,4341,10000,fortsæt din opstigning og du vil opnå din frihed,Continue your ascent  and you will achieve your freedom
157,2015-12-23 12:34:02.853,1,1,5871,10000,fra huset af quintuslentulus batiatus,From the house of Quintus Lentulus Batiatus
158,2015-12-23 12:34:02.853,1,1,7034,10000,gem vandet tilmænd  der fortjener det,  Save the water to men who deserve it  
159,2015-12-23 12:34:02.853,1,1,3246,10000,generelt som gik nordpågav ikke op,general who went north did not give up
161,2015-12-23 12:34:02.853,1,1,5290,10000,giv ham et øjebliks hvile derefter sæt ham til at kæmpe igen,Give him a moment s rest  then set him to fight again
163,2015-12-23 12:34:02.853,1,1,4123,10000,glæden må forsinkes for sorgens skyld,  Joy may be delayed for grief guilt  
164,2015-12-23 12:34:02.853,1,1,6958,10000,gode batiatus  jeg fortalte soloniushvordan jeg kendte din far,Good Batiatus  I told Solonius how I knew your father
165,2015-12-23 12:34:02.853,1,1,6860,10000,gode solonius har sikrettheokoles til primus,  Good Solonius has ensured Theokoles Primus  
166,2015-12-23 12:34:02.853,1,1,6921,10000,gode solonius har været så venlig at giveen hjælpende hånd i organisering af legene,Good Solonius has been kind enough to give a helping hand in organizing the Games
167,2015-12-23 12:34:02.853,1,1,7259,10000,godtat sedig,  well that see you 
168,2015-12-23 12:34:02.853,1,1,6174,10000,guderne har besluttet attilbageholde glæden ved børn,The gods have decided to withhold the joy of children
169,2015-12-23 12:34:02.853,1,1,6107,10000,han betalte restenaf din gæld til mig,He paid the rest of your debt to me
170,2015-12-23 12:34:02.853,1,1,6767,10000,han er blevet såret tusind gange i arenaen men han er aldrig faldet,  He has been injured a thousand times in the arena  but he s never fallen  
171,2015-12-23 12:34:02.853,1,1,6562,10000,han er den skyggeder går forud for døden,  He is the shadow preceding death  
172,2015-12-23 12:34:02.853,1,1,4164,10000,han forlangte en tur til markedet for at købe noget,He demanded a trip to the market  to buy something
173,2015-12-23 12:34:02.853,1,1,4531,10000,han kæmpede ikke alenemod theokoles,  He fought not only against Theokoles  
174,2015-12-23 12:34:02.853,1,1,6059,10000,han kommer hertil for æren af at ståoverfor mesteren af capua,  He come here for the honor of standing against master of Capua  
175,2015-12-23 12:34:02.853,1,1,7215,10000,han kommer hertil personligtmænd for hans lege,He come here personally men for his play
176,2015-12-23 12:34:02.853,1,1,6608,10000,han kunne lægge tusind ord men til intet resultat,He could put a thousand words  but to no result
177,2015-12-23 12:34:02.853,1,1,4461,10000,han og hans formåler ikke mit problem,  He and his purpose is not my problem  
178,2015-12-23 12:34:02.853,1,1,6369,10000,han ser ud til at have en smulefor meget tøj på til lejligheden,He seems to have a bit  dressed for the occasion   He seems to have a bit  dressed for the occasion
180,2015-12-23 12:34:02.853,1,1,4616,10000,han skal tilbage til gladiatorerneså snart han er i stand til det,He must return to the gladiators as soon as he is able to do so
181,2015-12-23 12:34:02.853,1,1,4462,10000,han vil ikke havehvilken som helst kvinde  vil han,he will not have any woman  will he
182,2015-12-23 12:34:02.853,1,1,4649,10000,hans død  villig til at blive satset på tilgengæld for at søge efter hans kone,  His death  willing to be bet on  tilgengæld to search for his wife  
183,2015-12-23 12:34:02.853,1,1,6824,10000,hans død var valgt i henrettelse men han nægter at acceptere det,His death was chosen in execution but he refuses to accept it
184,2015-12-23 12:34:02.853,1,1,6202,10000,har der været andre mænd udover din mand,Have there been other men  besides your husband
185,2015-12-23 12:34:02.853,1,1,6071,10000,har det nogensinde gået op for dig  hvorfor den storetheokoles  ville velsigne os med sin tilstedeværelse,  Has it ever occurred to you why the great Theokoles would bless us with his presence  
186,2015-12-23 12:34:02.853,1,1,5133,10000,har du en kvinde i tankerne som du behager  solonius,  Do you have a woman in mind  as you please  Solonius  
187,2015-12-23 12:34:02.853,1,1,4371,10000,har du endt en kamp mit sværd ikke kunne færdiggøre,  have you ended a fight my sword could not finish  
188,2015-12-23 12:34:02.853,1,1,1308,10000,har man aldrigkendt mage  bjarne,  Have you neverknown mate Bjarne     
189,2015-12-23 12:34:02.853,1,1,4038,10000,hej lotte  har  du tid,  Hello Lotte  do you have  time  
190,2015-12-23 12:34:02.853,1,1,4039,10000,hej søren  vil  med i biografen,Hello Søren  do you want to come  with  to the cinema
191,2015-12-23 12:34:02.853,1,1,4460,10000,heldigvis  så menerguderne noget andet,Fortunately  we mean gods otherwise
192,2015-12-23 12:34:02.853,1,1,6970,10000,hold dig våd og vi vil få dettil at regne i snart, Keep it wet and we will make it rain presently 
193,2015-12-23 12:34:02.853,1,1,4348,10000,holdt sikker og rask til gengæld forgod tjeneste for domina,  kept safe and healthy exchange for good service for Domina  
194,2015-12-23 12:34:02.853,1,1,5426,10000,hør  crixus er fortsatenkelt berømmelse af ludus,Listen  Crixus continues single fame of Ludus
195,2015-12-23 12:34:02.853,1,1,6739,10000,hør ingen har glemt hvordan tappertdu kæmpede mod theokoles  gamle ven,  Hear no one has forgotten how bravely you fought against Theokoles  old friend  
196,2015-12-23 12:34:02.853,1,1,4416,10000,hun bevæger sig nærmere mens vi taler,She moves closer  as we speak
197,2015-12-23 12:34:02.853,1,1,1147,10000,hvad fanden skal vi med34 000 kartoner grøn look,What the hell do we need34 000 cartons Green Look
198,2015-12-23 12:34:02.853,1,1,6829,10000,hvad hvis crixus blevet støttetaf din mand spartacus,What if Crixus been supported by your man Spartacus
199,2015-12-23 12:34:02.853,1,1,4404,10000,hvad med den gode ovidiusog hans familie,  What about the good Ovidius and his family  
200,2015-12-23 12:34:02.853,1,1,4273,10000,hvad med den unge dreng ovidius søn,What about the young boy  Ovidius son
201,2015-12-23 12:34:02.853,1,1,5908,10000,hvad med hans søn han var så ung,What about his son  He was so young
202,2015-12-23 12:34:02.853,1,1,5273,10000,hvad så  du kender loven  uden en arving ville jeg blive tvinget til at gifte mig med en anden,  What then  You know the law  without an heir would I become tvinget to marry another  
203,2015-12-23 12:34:02.853,1,1,5271,10000,hvad så  du kender loven  uden en arving ville jeg blive tvunget til at gifte mig med en anden,  What then  You know the law  without an heir would I will be forced to marry another  
204,2015-12-23 12:34:02.853,1,1,1185,10000,hvad var det  du sagde snotnæse,  What was it you said snot nose  
205,2015-12-23 12:34:02.853,1,1,5593,10000,hver fjerde danske it virksomhed mangler kvalificerede folk  uddannelser fejlerdet er svært at finde kvalificeret arbejdskraft for hver fjerde it virksomhed på trods af vækst og ledige job  to ud af fem virksomheder har mindst én ubesat stilling af christian loiborg torsdag  23  maj 2013   9 51,  Every fourth Danish IT company lacks qualified people  Education fails It is difficult to find qualified workers for every four IT company in spite of growth and jobs available  Two out of five companies have at least one vacant position  By Christian Loiborg Thursday  May 23  2013   9 51 
206,2015-12-23 12:34:02.853,1,1,6629,10000,hver gang du træder uden for disse mure er jeg bange for dig  og hvad,Every time you step outside these walls  I m afraid you and what
